REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH-OC-14;109;Les_Deux_Arlequins/Attendez-moy_sous_l'Orme;;;;;;;;;Coeffusa;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;110;Isabelle_médecin/Le_May;Isabelle_médecin/Mai;"IT/FR;FR";Mercordi;13;Decembre;1724;"Fatouville;Fuzelier";"17/08/1718;21/05/1719";;;;;200;;;;;;;;;;;;;;;;2;;;;;;1,1;;;;6,1;;;210;;;;;;28;112;23;46;3;4,1;142;142;;;;;;;Oui__;4;;;196;308,1;40,12,6;210;250,12,6;57,17,6;308,1;5,17,6;;;;;;;;4;;;;;;;Paghetti
TH-OC-14;111;Le_Dedain_affecté/Arlequin_poli_par_l'amour;Dédain_affecté/Arlequin_poli_par_l'amour;FR;Martedi;26;Decembre;1724;"Monicault;Marivaux";"26/12/1724;17/10/1720";;;;;200;;;;;;;;1;;;;26;;;;2;;;;;;1;;;;6,1;;;236,1;;;;;;87;348;189;378;87;130,1;469;469;2;64;2;32;;;Oui__;7;;;836;1428,1;250,12,6;236,1;487,2,6;941,7,6;1428,1;161,7,6;;;;;;;;60;;;;;;;Paghetti
TH-OC-14;112;Arlechino_Statua_e_Perochetto;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Mercordi;27;Decembre;1724;Inconnu;20/08/16;Per_binchive_l'habito_della_Statua;;;3;200;;;;;;;;;;;;12,02;;;;;;;;;;;;;;9,1;;;224,12;;;;;;171;684;196;392;40;60;407;407;1;32;;;;;Oui__;26;;;815;1601;271,1;224,12;496,02;1104,15;1601;12,18;;;;;;;;84;;;;;;;Paghetti
TH-OC-14;113;Le_destin_affectè/Grapignan;Dédain_affecté/Arlequin_Grapignan;"FR;IT";Giornedi;28;Decembre;1724;"Monicault;Fatouville";"26/12/1724;12/05/1718";;;;;200;;;;;;;;1;;;;3,06;;;;;;;;1,1;;1,1;;;;6,1;;;213,16;;;;;;82;328;123;246;31;46,1;301;301;;;;;;;Oui__;2;;;537;923,1;170,7,6;213,16;384,3,6;539,6,6;923,1;71,6,6;;;;;;;;36;;;;;;;Paghetti
TH-OC-14;114;Le_Banqueroutier;Pantalon_banqueroutier_vénitien;IT;Venerdi;29;Decembre;1724;Inconnu;18/10/16;4_Sfingi;;;2;200;;;;;;;;1,1;;;;;;;;;;;;1,1;;2;;;;6,1;;;219;;;;;;20;80;10;20;10;15;94;94;;;;;;;Oui__;4;;;134;213;22,17,6;219;241,17,6;28,17,6;213;;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;114;Le_Banqueroutier;;;;;;;;;Nolo_della_Toiletta;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;114;Le_Banqueroutier;;;;;;;;;Per_spazzare_la_porta;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;115;Le_Dedain_affecté/La_Baguette;Dédain_affecté/Baguette_de_Vulcain;"FR;IT/FR_";Sabatto;30;Decembre;1724;"Monicault;Regnard/Du_Fresny";"26/12/1724;28/08/1718";Trombe_Tamburri;;;4,1;200;;;;;;;;;;;3;0,19;;;;;;;;;;2;0,1;;;6,1;;;221,09;28,17,6;;;;;100;400;58;116;12;18;254;254;2;64;;;;;Oui__;4;;;426;856;142,05;221,09;392,11,6;463,8,6;856;47,8,6;;;;;;;;32;;;;;;;Paghetti
TH-OC-14;115;Le_Dedain_affecté/La_Baguette;;;;;;;;;Nolo_del_manto_d'hieri;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;115;Le_Dedain_affecté/La_Baguette;;;;;;;;;La_Vecchia;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;116;Belfegor/Le_fleuve_d'Oubli;Belphégor/Fleuve_d'oubli;FR;Domenica;31;Decembre;1724;Legrand;"14/08/1721;12/09/1721";Tamburro__;;;1;200;;;;;;;;0,1;;;;;;;;;;;;;;3;2;;;6,1;;;213;;;;;;18;72;51;102;7;10,1;207;207;;;;;;;;;;;283;391,1;56,17,6;213;269,17,6;121,12,6;391,1;17,12,6;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;117;Le_Dedain_affecté/Attendez_moy_sous_l'Orme;Dédain_affecté/Attendez-moi_sous_l'orme;FR;Lunedi;1;Genaro;1725;"Monicault;Du_Fresny";"26/12/1724;20/07/1719";Ambrosio;;;1,1;200;;;;;;;;;;;3;;;;;2;;;;;;2;;;;6,1;;;247,1;;;;;;122;488;156;312;29;43,1;333;333;1;32;;;;;Oui__;8;;;641;1216,1;210,7,6;247,1;457,17,6;758,12,6;1216,1;134,12,6;;;;;;;;48;;;;;;;Paghetti
TH-OC-14;117;Le_Dedain_affecté/Attendez_moy_sous_l'Orme;;;;;;;;;Conciateste__;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;117;Le_Dedain_affecté/Attendez_moy_sous_l'Orme;;;;;;;;;Viaggio_di_Versaglia;;;31,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;118;La_truppa_ando_a_recitare_a_Versaglia_davanti_il_Rè.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;118;Le_Dedain_affecté/La_Mode;Dédain_affecté/Mode;FR;Mercordi;3;Genaro;1725;"Monicault;Fuzelier";"26/12/1724;18/09/1718";Concia_teste;;;1;200;;;;;;;;;;;;0,13;;;;1;;;;1,1;;2;;;;6,1;;;232,13;;;;;;101;404;97;194;41;61,1;294;294;;;;;;;Oui__;4;;;533;957,1;174,12,6;232,13;407,5,6;550,4,6;957,1;82,4,6;;;;;;;;36;;;;;;;Paghetti
TH-OC-14;118;Le_Dedain_affecté/La_Mode;;;;;;;;;A_conto_del_disnar_di_Versaglia;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;119;Pasquin_et_Marphorio/L'Impatient;Pasquin_et_Marphorio_médecin_des_moeurs/Impatient;"IT/FR;IT_";Giornedi;4;Genaro;1725;"Du_Fresny/Barante;Coypel/Riccoboni";"04/01/1725;23/10/1717";Conciateste__;;;1;200;;;;;;;;0,1;;;3;;;;;2;;;;;;2;;;;6,1;;;215;;;;;;23;92;11;22;4;6;112;112;;;;;;;Oui__;2;;;150;234;32,15;215;247,15;13,15;234;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;120;Le_Dedain_affecté/Le_Triomphe_d'Arlequin;Dédain_affecté;FR;Sabatto;6;Genaro;1725;"Monicault;Biancolelli";"26/12/1724;14/09/1719";Omini_nell_asino;;;1,1;200;;;;;;;;;;;;;;;;2;;;;;;2;1;;;6,1;;;213;13,2;;;;;54;216;55;110;10;15;230;230;;;;;;;;;;;349;571;83;213;309,15;261,05;571;53,05;;;;;;;;16;;;;;;;Paghetti
TH-OC-14;121;La_Foire_Saint-Germain;Foire_Saint_Germain;FR;Domenica;7;Genaro;1725;Regnard/Du_Fresny;15/12/20;Nolo_dell_Abito_alla_Romana;;;10;200;;;;;;;;1,1;;;3;8,02;;;2;2;;;;1,1;;3;3;;;6,1;;;241,02;;;;;;27;108;49;98;10;15;199;199;;;;;;;Oui__;12;;;285;432;60,12,6;241,02;301,14,6;130,5,6;432;26,5,6;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;121;La_Foire_Saint-Germain;;;;;;;;;Caricaca;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;122;La_truppa_ando_a_Versaglia_per_ordine_del_Rè,_e_si_rappresento_davanti_S.M._Li_amanti_Ignoranti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;122;La_Précaution_Inutile/La_Folle_raisonnable;Précaution_inutile/Folle_raisonnable;"IT/FR;FR";Martedi;9;Genaro;1725;"Fatouville;Biancolelli";"25/08/1720;09/01/1725";Nolo_del_Tabarro_d'hieri;;;4,1;200;;;;;;;;;;;;20;;;;2;;;;4,1;;1,1;;;;6,1;;;239;;;;;;31;124;55;110;6;9;262;262;1;32;;;;;Oui__;4;;;355;541;80,2,6;239;319,2,6;221,17,6;541;117,17,6;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;123;Le_Dedain_affecté/L'isle_de_Seylan;Dédain_affecté/Arlequin_dans_l'île_de_Ceylan;"FR;IT";Mercordi;10;Genaro;1725;"Monicault;Coypel/Riccoboni";"26/12/1724;25/08/1717";Artificio;;;2;200;;;;;;;;;;;;18,12,3;;;;2;;;;1,1;;;;;;6,1;;;230,12,3;;;;;;28;112;27;54;8;12;134;134;;;;;;;Oui__;4;;;197;316;49,7,6;230,12,3;279,19,9;36,0,3;316;36,0,3;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;124;Arlequin_Sauvage/La_Folle_Raisonnable;Arlequin_Sauvage/Folle_Raisonnable;FR;Giornedi;11;Genaro;1725;"Biancolelli;Delisle";"17/06/1721;09/01/1725";;;;;200;;;;;;;;;;;6;31,14,4;;;;2;;;;;;2,1;;;;6,1;;;248,14,4;;;;;;29;116;28;56;12;18;158;158;;;;;;;;;;;227;348;57,2,6;248,14,4;305,16,10;42,3,2;348;42,3,2;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;125;Servico_Scioco;Arlequin_valet_étourdi;IT;Venerdi;12;Genaro;1725;Procope;08/06/16;;;;;200;;;;;;;;1;;;;;;;;;;;;;;;;;;6,1;;;207,1;;;;;;32;128;15;30;1;1,1;129;129;;;;;;;;;;;177;288,1;37,2,6;207,1;244,12,6;43,17,6;288,1;23,17,6;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;126;La_Compagnia_ando_a_Versaglia,_e_recito_davanti_il_Rè_Arlequin_muet_par_crainte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;126;Le_Dedain_affecté/La_Folle_Raisonnable;Dédain_affecté/Folle_raisonnable;FR;Domenica;14;Genaro;1725;"Monicault;Biancolelli";"26/12/1724;09/01/1725";Errore_di_venerdi_di_vinti_biglietti_di_piu,_rimborsati_al_Ricevitore;;;20;200;;;;;;;;;;;;;;;;2;;;;;;1,1;;;;6,1;;;230;;;;;;104;416;128;256;46;69;424;424;;;2;32;;;Oui__;6;;;704;1203;215,1;230;445,1;757,1;1203;133,1;;;;;;;;48;;;;;;;Paghetti
TH-OC-14;127;Les_Amans_Ignorans;Amants_ignorants;FR;Lunedi;15;Genaro;1725;Autreau;14/04/20;;;;;200;;;;;;;;0,1;;;3;11,15,1;;;;;;;;;;1,1;;;;6,1;;;223,5,2;;;;;;44;176;42;84;;;138;138;;;;;;;;;;;224;398;61,1;223,5,2;284,15,2;113,4,10;398;9,4,10;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;128;La_Vita_e_un_Sogno/La_folle_raisonnable;Vie_est_un_songe/Folle_raisonnable;"IT;FR";Martedi;16;Genaro;1725;"Cicognini;Biancolelli_";"10/02/1717;09/01/1725";Nolo_dell_abito_del_sr_Scaramuccia;;;10;200;;;;;;;;;;;;2;;;;4;;;;;;1,15;1;;;6,1;;;335,05;;;;;;65;260;65;130;12;18;259;259;;;;;;;;;;;401;667;99,2,6;235,05;334,7,6;332,12,6;667;72,12,6;;;;;;;;20;;;;;;;Paghetti
TH-OC-14;128;La_Vita_e_un_Sogno/La_folle_raisonnable;;;;;;;;;Nolo_del_Letto;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;129;Le_Port_à_L'Anglais;Naufrage_au_Port-à-l'Anglais;FR;Mercordi;17;Genaro;1725;Autreau;25/04/18;La_Conciateste;;;1;200;;;;;;;;0,1;;;;;;;;;;;;1,1;;1,1;;;;6,1;;;221,12;;;;;;39;156;21;42;5;7,1;152;152;;;;;;;;;;;217;365,1;47,17,6;221,12;269,9,6;96,0,6;365,1;44,0,6;;;;;;;;4;;;;;;;Paghetti
TH-OC-14;129;Le_Port_à_L'Anglais;;;;;;;;;Vino;;;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;129;Le_Port_à_L'Anglais;;;;;;;;;Nolo_dell'_abito__;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;130;Le_Dedain_affecté/Arlequin_poli_par_l'amour;Dédain_affecté/Arlequin_poli_par_l'amour;FR;Giornedi;18;Genaro;1725;"Monicault;Marivaux";"26/12/1724;17/10/1720";2_spirit;;;1;200;;;;;;;;;;;;13,10,6;;;;2;;;;;;;;;;6,1;;;223,0,6;;;;;;49;196;43;86;9;13,1;212;212;;;;;;;Oui__;10;;;313;517,1;109;223,0,6;332,0,6;185,19,6;517,19;29,19,6;;;;;;;;12;;;;;;;Paghetti
TH-OC-14;131;Arlequin_jouet_de_la_fortune;Arlequin_jouet_de_la_fortune_;IT;Venerdi;19;Genaro;1725;Inconnu;09/09/17;;;;;200;;;;;;;;0,1;;;;24;;;;;;;;;;;;;;6,1;;;231;;;;;;26;104;13;26;2;3;94;94;;;;;;;;;;;135;227;35,15;231;266,15;39,15;227;;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;132;Le_Dedain_affecté/La_Folle_Raisonnable;Dédain_affecté/Folle_raisonnable;FR;Sabatto;20;Genaro;1725;"Monicault;Biancolelli";"26/12/1724;09/01/1725";Made_Dufrene_foire_S._Germain;;;1,1;200;;;;;;;;;;;;3,16;;;;;;;;;;;;;;6,1;;;254,11;39,2;;;;;57;228;39;78;4;6;258;258;;;;;;;Oui__;12;;;358;582;77,1;254,11;332,01;249,19;582;93,19;;;;;;;;12;;;;;;;Paghetti
TH-OC-14;132;Le_Dedain_affecté/La_Folle_Raisonnable;;;;;;;;;Habillage_de_Belfegor;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;132;Le_Dedain_affecté/La_Folle_Raisonnable;;;;;;;;;Artifice_foire_S._Germain;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;133;Prothée/La_Parodie_d'Armide;Arlequin_Prothée/Armide;"IT/FR;FR";Domenica;21;Genaro;1725;"Fatouville;Bailly";"12/01/1719;21/01/1725";13_dette_a_cinque_soldi;;;3,05;200;;;;;;;;1;;;;;;;;;;;;1,1;;4;9;;;6,1;;;231,5;;;;;;119;476;176;352;95;142,1;529;529;;;;;;;Oui__;6,1;;;919;1506;257,7,6;231,05;488,12,6;1017,7,6;1506;185,7,6;;;;;;;;64;;;;;;;Paghetti
TH-OC-14;133;Prothée/La_Parodie_d'Armide;;;;;;;;;Artificio;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;134;Il_Muto/La_Folle_Raisonnable;Arlequin_muet_par_crainte/Folle_raisonnable;"IT;FR";Lunedi;22;Genaro;1725;"Riccoboni;Biancolelli_";"16/12/1717;09/01/1725";;;;;200;;;;;;;;;;;;3,1;;;;2;;;;;;;;;;6,1;;;212;;;;;;53;212;20;40;2;3;144;144;;;;;;;;;;;219;399;59,15;212;271,15;127,05;399;23,05;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;135;Il_Giocatore/La_Parodia_di_Armide;Joueur/Armide;"IT;FR";Martedi;23;Genaro;1725;"Riccoboni;Bailly";"06/12/1718;21/01/1725";;;;;200;;;;;;;;1;;;;28,6,6;;;;2;;;;1,1;;3,1;4;;;9,15;;;249,1,6;;;;;;122;488;97;194;28;42;386;386;2;64;;;;;;;;;635;1174;194,15;249,1,6;443,16,6;730,3,6;1174;105,3,6;;;;;;;;48;;;;;;;Paghetti
TH-OC-14;136;La_Scola_di_Terentio/La_Folle_Raisonnable;Arlequin_maître_d'amour/Folle_raisonnable;"IT;FR";Mercordi;24;Genaro;1725;"Inconnu;Biancolelli_";"27/06/1716;09/01/1725";;;;;200;;;;;;;;;;;;;;;;2;;;;;;;;;;6,1;;;208,1;;;;;;31;124;27;54;7;10,1;124;124;;;;;;;;;;;189;312;43,12,6;208,1;252,2,6;60,7,6;312,1;8,7,6;;;;;;;;4;;;;;;;Paghetti
TH-OC-14;137;Les_Deux_Arlequins/La_Parodie_d'Armide;Deux_Arlequins/Armide;"IT/FR;FR";Giornedi;25;Genaro;1725;"Inconnu;Bailly";"11/05/1724;21/01/1725";;;;;200;;;;;;;;1;;;;;;;;8;;;;;;4,15;4;;;9,15;;;227,1;;;;;;134;536;101;202;50;75;416;416;1;32;2;32;;;Oui__;28;;;704;1321;251;227,1;478,1;842,1;1321;166,1;;;;;;;;52;;;;;;;Paghetti
TH-OC-14;138;Casa_con_due_porte;Maison_à_deux_portes;IT;Venerdi;26;Genaro;1725;Calderon;22/06/16;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;6,1;;;206,1;;;;;;18;72;10;20;2;3;73;73;;;;;;;;;;;103;168;24;206,1;230,1;62,1;168;;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;139;La_Vita_e_un_Sogno/La_Parodie_d'Armide;Vie_est_un_songe/Armide;"IT;FR";Sabatto;27;Genaro;1725;"Cicognini;Bailly";"10/02/1717;21/01/1725";4_Suffioni_scordati;;;8;200;;;;;;;;1;;;;;;;;2;;;;;;1,1;4;;;9,15;;;312,15;62,1;;;;;150;600;111;222;15;22,1;384;384;2;64;1;16;;;Oui__;4;;;663;1312,1;232,2,6;312,15;544,17,6;767,12,6;1312,1;91,12,6;;;;;;;;52;;;;;;;Paghetti
TH-OC-14;139;La_Vita_e_un_Sogno/La_Parodie_d'Armide;;;;;;;;;2_Suffioni_di_hoggi;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;139;La_Vita_e_un_Sogno/La_Parodie_d'Armide;;;;;;;;;Nolo_del_letto;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;139;La_Vita_e_un_Sogno/La_Parodie_d'Armide;;;;;;;;;Nolo_dell_abito_del_sr_Scaramuccia;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;140;La_Double_Inconstance/Les_Terres_Australes;Double_inconstance/Terres_Australes;FR;Domenica;28;Genaro;1725;"Marivaux;Legrand/Biancolelli";"06/04/1723;23/09/1721";;;;;200;;;;;;;;1;;;3;7,1;;;;2;;;8;;;2;;;;6,1;;;230;;;;;;60;240;93;186;34;51;307;307;1;32;;;;;Oui__;8;;;495;824;128,1;230;358,1;465,1;824;2,1;;;;;;;;36;;;;;;;Paghetti
TH-OC-14;141;Arlequin_Sauvage/La_Parodie_d'Armide;Arlequin_Sauvage/Armide;FR;Lunedi;29;Genaro;1725;"Delisle;Bailly";"17/06/1721;21/01/1725";Artificio;;;4;200;;;;;;;;1;;;6;;;;;2;;;4;;;2;6;;;9,15;;;238,15;;;;;;134;536;109;218;47;70,1;354;354;2;64;1;16;;;Oui__;18;;;647;1276,1;224,2,6;238,15;462,17,6;813,12,6;1276,12,6;85,12,6;;;;;;;;56;;;;;;;Paghetti
TH-OC-14;142;Les_filles_amoureuses_du_diable/Le_May;Filles_amoureuses_du_diable/Mai;"IT;FR";Martedi;30;Genaro;1725;"Inconnu;Fuzelier";"13/06/1717;21/05/1719";;;;;200;;;;;;;;1;;;;;;;;;;;;;;1;;;;6,1;;;208;;;;;;22;88;15;30;1;1,1;77;77;;;;;;;;;;;115;196,1;27,2,6;208;235,2,6;196,1;38,12,6;;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;143;Belfegor/La_Parodie_di_Armide;Belphégor/Armide;"IT;FR";Mercordi;31;Genaro;1725;Legrand/Bailly;"14/08/1721;21/01/1725";D°_di_hieri;;;1;200;;;;;;;;1;;;;8,1;;;;2;;;4;;;2,1;4;;;9,15;;;275,17,6;38,12,6;;;;;122;488;100;200;26;39;295;295;;;;;;;Oui__;8;;;595;1030;166,1;275,17,6;442,7,6;587,12,6;1030;67,12,6;;;;;;;;40;;;;;;;Paghetti
TH-OC-14;143;Belfegor/La_Parodie_di_Armide;;;;;;;;;2_Artificy;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;143;Belfegor/La_Parodie_di_Armide;;;;;;;;;A_l'Eveque_di_hieri;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;144;Arlechino_Statua;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Giornedi;1;Febraro;1725;Inconnu;20/08/16;;;;;200;;;;;;;;3;;;;1;;;;;;;;;;;;;;6,1;;;210,1;;;;;;95;380;53;106;7;10,1;265;265;;;1;16;;;;;;;421;777,1;109,12,6;210,1;320,2,6;457,7,6;777,1;38,7,6;;;;;;;;32;;;;;;;Paghetti
TH-OC-14;145;La_Soubrette/La_Parodie_d'Armide;Soubrette/Armide;FR;Sabatto;3;Febraro;1725;"Beauchamps;Bailly";"14/11/1721;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;;;;;2;;;4;;;1,1;4;;;9,15;;;226,05;;;;;;105;420;77;154;9;13,1;255;255;2;64;;;Monseigneur_de_Vendosme_a_payè_pour_toutes_les_places_qu'il_devait.;198;Oui__;8;;;448;914,1;166,7,6;226,05;392,12,6;521,17,6;914,1;53,17,6;;;;;;;;36;;;;;;;Paghetti
TH-OC-14;146;La_Surprise_de_l'amour/La_Baguette;Surprise_de_l'amour/Baguette_de_Vulcain;"FR;IT";Domenica;4;Febraro;1725;"Marivaux;Regnard/Du_Fresny";"03/05/1722;28/08/1718";La_vecchia;;;1;200;;;;;;;;;;;0,1;12;;;;2;;;;;;2;1;;;8;;;235,1;6;;;;;63;252;114;228;20;39;263;263;1;32;;;;;Oui__;13,18;;;461;827,18;121,5;235,1;356,15;471,03;827,18;55,03;;;;;;;;32;;;;;;;Paghetti
TH-OC-14;146;La_Surprise_de_l'amour/La_Baguette;;;;;;;;;Trombe_tamburri;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;147;L'amour_maistre_de_langue/La_parodie_d'Armide;Amour_maître_de_langues/Armide;"IT/FR;FR";Lunedi;5;Febraro;1725;"Fuzelier;Bailly";"18/09/1718;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;8;;;;2;;;4;;;2;4;;;10,1;;;235,1;;;;;;64;268;74;148;9;13,1;187;187;1;32;;;;;Oui__;10;;;333;638,1;97,12,6;235,1;333,2,6;305,7,6;638,1;45,7,6;;;;;;;;20;;;;;;;Paghetti
TH-OC-14;148;Le_Faucon/Grapignan;Faucon/Arlequin_Grapignan;"IT/FR;IT_";Martedi;6;Febraro;1725;"Delisle;Fatouville";"06/02/1725;12/05/1718";A_conto_delle_spese_della_comedia;;;30;200;;;;;;;;1;;;;10,02;;;;2;;;16;1,1;;2,1;;;;7;;;270,02;;;;;;177;708;153;306;54;81;457;457;4;128;3;48;;;;;;;848;1728;274,05;270,02;544,07;1183,13;1728;195,13;;;;;;;;76;;;;;;;Paghetti
TH-OC-14;149;Les_Deux_Arlequins/La_Parodie_d'Armide;Deux_Arlequins/Armide;"IT/FR;FR";Mercordi;7;Febraro;1725;"Inconnu;Bailly";"11/05/1724;21/01/1725";Ambrosio_dans_Belphegor;;;1;200;;;;;;;;1;;;;0,18;;;;4;;;4;;;;4;;;10,1;;;239,1;;;;;;72;288;70;140;14;21;212;212;5;160;;;;;Oui__;4;;;373;825;135,2,6;239,1;374,12,6;450,7,6;825;86,7,6;;;;;;;;28;;;;;;;Paghetti
TH-OC-14;149;Les_Deux_Arlequins/La_Parodie_d'Armide;;;;;;;;;2_Artificy;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
