REF_MS;Page_PDF;TITRE_PIECE;TITRE_BRENNER;LANGUE;JOUR;NUM;MOIS;ANNEE;AUTEUR_PIECE;REPR_1;DEPENSES_DIVERSES;Traduction;mot_cles;COUT_DEPENSES_DIVERSES;Dépenses_ordinaires;Instruments;Animaux;Coiffeuse;Picard;Buron;Monsieur_Sticotti;Coffre-fort;Nicolo_et/ou_Villars;Spese_extra;Sconba;Putella;Lista;Chaises;Porteur;Carrosse;Habiller;Menuisier–_De_Lande;Afficheur;Gardes;Souffleur;Lustres;Perruquier;Hommes_ou_enfants_en_plus;Bougies;Arguments;Mances;Danseurs;Pour_le_feu;TOTAL_DEPENSES;DEBIT_DERNIERE_REPR;Column;Recettes_balcon_de_premières_loges;Balcon_deuxièmes_loges;Recettes_balcon_deuxièmes_loges;Billets_premières_loges;Recettes_premières_loges;Billets__secondes_loges;Recettes_deuxièmes_loges;Billets_troisièmes_loges;Recettes_troisièmes_loges;Billets_parterre;Recettes_Parterre;Premières_loges;Recette_Prima_loggia;Seconda_loggia;Recette_Seconda_loggia;Personnalités;Montant_personnalités;Supplément;Montant_Supplément;Paradis;Recettes_Paradis;NB_TOTAL_BILLETS_VENDUS;RECETTES_BILLETS_VENDUS;QUART_PAUVRE;TOTAL_DEPENSES2;DEBIT_INITIAL;RESTE;CREDIT;CREDIT_FINAL_(avanza);R_DEBIT_TOT;R_CREDIT_TOT;Part_des_auteurs;Aparte_in_6_;Aparte_in_9;Aparte_in_12;Aparte_in_12_e_1/4;Aparte_in_12_e_½;Aparte_in_13;Aparte_in_13_¾;Aparte_in_14;Aparte_in_14_¾;Aparte_in_15;Anecdotes;REDACTEURS
TH-OC-14;149;Les_Deux_Arlequins/La_Parodie_d'Armide;;;;;;;;;Spesi_dal_sr_Mario;;;8,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;149;Les_Deux_Arlequins/La_Parodie_d'Armide;;;;;;;;;Tamburro_dans_Belphegor;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;150;Le_Faucon/La_Meridienne;Faucon/Méridienne;IT/FR;Giornedi;8;Febraro;1725;"Delisle;Fuzelier";"06/02/1725;21/05/1719";A_Conto_di_spse_della_pnte_Comedia;;;20;200;;;;;;;;;;;;;;;;2;;;8;;;4,1;;;;7;;;241,1;;;;;;84;336;103;206;25;97,1;314;314;1;32;2;32;;;;;;;529;957,1;174,17,6;241,1;416,7,6;541,2,6;957,1;125,2,6;;;;;;;;32;;;;;;;Paghetti
TH-OC-14;151;L'avocat_pour_et_contre/La_parodie_d'Armide;Colombine_avocat_pour_et_contre/Armide;FR;Venerdi;9;Febraro;1725;"Fatouville;Bailly";"20/02/1718;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;10;;;;2;;;;1,1;;2;4;;;10,1;;;235;;;;;;80;320;53;106;15;22,1;180;180;;;1;16;;;Oui__;3;;;329;644,1;108,7,6;235;343,7,6;301,2,6;644,1;44,2,6;;;;;;;;20;;;;;;;Paghetti
TH-OC-14;152;Le_Faucon/La_Mode;Faucon/Mode;"IT/FR;FR";Sabatto;10;Febraro;1725;"Delisle;Fuzelier";"06/02/1725;18/09/1718";A_conto_della_spesa_della_comedia;;;30;200;;;;;;;;;;;;9,02;;;;2;;;4;1,1;;2;;;;7;;;255,12;;;;;;170;680;114;228;26;39;355;355;3;96;;;;;Oui__;10;;;668;1408;239;255,12;494,12;913,08;1408;133,08;;;;;;;;60;;;;;;;Paghetti
TH-OC-14;153;Le_Faucon/Le_fleuve_d'Oubli;Faucon/Fleuve_d'oubli;"IT/FR;FR";Domenica;11;Febraro;1725;"Delisle;Legrand_";"06/02/1725;12/09/1721";A_conto_delle_spese_della_comedia;;;20;200;;;;;;;;;;;;;;;;2;;;8;;;3,1;;;;7;;;240,1;;;;;;77;308;153;306;50;75;341;341;;;;;;;Oui__;8;;;621;1038;182,12,6;240,1;423,2,6;614,17,6;1038;94,17,6;;;;;;;;40;;;;;;;Paghetti
TH-OC-14;154;La_Double_Inconstance/La_Parodie_d'Armide;Double_inconstance/Armide;FR;Lunedi;12;Febraro;1725;"Marivaux;Bailly";"06/04/1723;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;;;;;2;;;8;;;2;12;;;10,1;;;239,1;;;;;;210;840;212;424;72;108;431;431;8;256;3;48;;;Oui__;24;;;936;2131;408,05;239,1;647,15;1483,05;2131;183,05;;;;;;;;100;;;;;;;Paghetti
TH-OC-14;155;Le_Faucon/L'isle_de_Seylan;Faucon/Arlequin_dans_l'île_de_Ceylan;"IT/FR;IT_";Martedi;13;Febraro;1725;"Delisle;Coypel/Riccoboni";"06/02/1725;25/08/1717";Arificio;;;2;200;;;;;;;;;;;;;;;;2;;;8;1,1;;1,1;;;;7;;;242;;1;64;;;83;332;168;41;61,1;377;377;;;;;;;;Oui__;18;;;670;1188,1;204,2,6;242;446,2,6;742,7,6;1188,1;118,7,6;;;;;;;;48;;;;;;;Paghetti
TH-OC-14;155;Le_Faucon/L'isle_de_Seylan;;;;;;;;;A_conto_della_Comedia;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;156;La_Vita_e_un_Sogno/La_Parodie_d'Armide;Vie_est_un_songe/Armide;"IT;FR";Mercordi;14;Febraro;1725;"Cicognini;Bailly";"10/02/1717;21/01/1725";Donuti_al_Ricevitore;;;20;200;;;;;;;;1;;;;6,1;;;;2;;;8;;;1;4;;;10,1;;;257;;;;;;98;392;55;110;18;27;228;228;;;;;;;;;;;399;757;120,1;257;377,1;379,1;757;67,1;;;;;;;;24;;;;;;;Paghetti
TH-OC-14;156;La_Vita_e_un_Sogno/La_Parodie_d'Armide;;;;;;;;;2_Artificy;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;157;Le_faucon/Les_fourbes_par_interest;Faucon/Ignorants_devenus_fourbes_par_intérêt;"IT/FR;IT_";Giornedi;15;Febraro;1725;"Delisle;Biancolelli/Riccoboni";"06/02/1725;13/10/1717";;;;;200;;;;;;;;0,1;;;;;;;;2;;;;;;1;;;;7;;;210,1;;;;;;56;224;51;102;9;13,1;129;129;;;;;;;Oui__;2;;;245;470,1;79,17,6;210,1;290,7,6;180,2,6;470,1;76,2,6;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;158;Il_Medico_Volante/La_parodia_d'Armida;Arlequin_médecin_volant/Armide;"IT;FR";Venerdi;16;Febraro;1725;"Inconnu;Bailly";"14/06/1716;21/01/1725";Nolo_del_Giusta_d'arangera;;;4;200;;;;;;;;1;;;;1;;;5,15,8;2;;;;;;1;4;;;10,1;;;233,16,8;;;;;;52;208;21;42;6;9;116;116;2;64;;;;;;;;;197;439;72,1;233,16,8;306,6,8;132,13,4;439;28,13,4;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;158;Il_Medico_Volante/La_parodia_d'Armida;;;;;;;;;2_Artificy;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;158;Il_Medico_Volante/La_parodia_d'Armida;;;;;;;;;Mancia_del_Capello;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;159;Le_Faucon/La_Veuve_coquette;Faucon/Veuve_coquette;"IT/FR;FR";Sabatto;17;Febraro;1725;"Delisle;Desportes";"06/02/1725;19/10/1721";;;;;200;;;;;;;;0,1;;;;;;;;2;;;;;;2,1;;;;7;;;212;;;;;;70;280;82;164;8;12;189;189;;;;;;;;;;;349;645;109,7,6;212;321,7,6;323,12,6;645;63,12,6;;;;;;;;20;;;;;;;Paghetti
TH-OC-14;160;Les_Deux_Arlequins/La_Parodie_d'Armide;Deux_Arlequins/Armide;"IT/FR;FR";Domenica;18;Febraro;1725;"Inconnu;Bailly";"11/05/1724;21/01/1725";Letto_e_sedie_nella_vita_è_sogno;;;10;200;;;;;;;;1;;;;4,18;;;1,1;2;;;;1,1;;1,1;4;;;10,1;;;246,18;;;;;;54;216;131;262;33;49,1;338;338;;;;;;;Oui__;28;;;556;893,1;153,17,6;246,18;400,15,6;492,14,6;893,1;24,14,6;;;;;;;;36;;;;;;;Paghetti
TH-OC-14;160;Les_Deux_Arlequins/La_Parodie_d'Armide;;;;;;;;;Aqua_per_i_Barilli;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;161;Le_Faucon/La_Veuve_coquette;Faucon/Veuve_coquette;"IT/FR;FR";Lunedi;19;Febraro;1725;"Delisle;Desportes";"06/02/1725;19/10/1721";;;;;200;;;;;;;;0,1;;;;;;;;2;;;;;;2,1;;;;7;;;212;;;;;;36;144;52;104;6;9;134;134;;;;;;;Oui__;11;;;228;402;62;212;274;128;402;24;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;162;La_truppa_ando_a_Versaglia_a_recitare_per_S.MS_e_rappresento_Arlechino_Gioco_di_fortuna,_e_la_foire_des_fées.;;;Martedi;20;Febraro;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;162;Le_Faucon/La_Parodie_d'Armide;Faucon/Armide;"IT/FR;FR";Mercordi;21;Febraro;1725;"Delisle;Bailly";"06/02/1725;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;;;;;2;;;;;;1,1;4;;;10,1;;;223;;;;;;68;272;79;158;6;9;293;293;1;32;;;;;Oui__;33,09;;;443;772,09;155,1;223;378,1;393,19;772,09;54,19;;;;;;;;28;;;;;;;Paghetti
TH-OC-14;163;Le_Prince_Travesti;Prince_travesti;FR;Giornedi;22;Febraro;1725;Marivaux;05/02/24;;;;;200;;;;;;;;;;;;;;;;;;;;1,1;;;;;;7;;;208,1;;;;;;16;64;26;52;4;6;176;176;;;;;;;Oui__;0,19;;;222;298,19;40,17,6;208,1;249,7,6;49,11,6;298,19;49,11,6;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;164;Le_Faucon/La_Parodie_d'Armide;Faucon/Armide;"IT/FR;FR";Venerdi;23;Febraro;1725;"Delisle;Bailly";"06/02/1725;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;;;;;2;;;;;;1,1;4;;;10,1;;;223;;;;;;38;152;50;100;10;15;197;197;;;;;;;;;;;295;464;61,12,6;223;284,12,6;179,17,6;464;23,7,6;;;;;;;;12;;;;;;;Paghetti
TH-OC-14;165;Le_Prince_Travesti;Prince_travesti;FR;Sabatto;24;Febraro;1725;Marivaux;05/02/24;;;;;200;;;;;;;;;;;;30;;;;;;;;1,1;;;;;;7;;;238,1;;;;;;44;176;57;114;11;16,1;267;267;;;;;;;Oui__;12;;;379;575,1;105,15;238,1;344,05;231,05;575,1;23,05;;;;;;;;16;;;;;;;Paghetti
TH-OC-14;166;Le_Faucon/La_Parodie_d'Armide;Faucon/Armide;"IT/FR;FR";Domenica;25;Febraro;1725;"Delisle;Bailly";"06/02/1725;21/01/1725";;;;;200;;;;;;;;1;;;;34,18;;;;2;;;;;;1,1;4;;;10,1;;;257,18;;;;;;81;324;140;280;37;55,1;442;442;1;32;;;;;Oui__;12;;;701;1145,1;192,17,6;257,18;450,15,6;694,14,6;1145,1;70,14,6;;;;;;;;48;;;;;;;Paghetti
TH-OC-14;167;Le_Prince_Travesti/La_Veuve_coquette;Prince_travesti/Veuve_coquette;FR;Lunedi;26;Febraro;1725;"Marivaux;Desportes";"05/02/1724;19/10/1721";Una_pezza_falsa;;;1,6,8;200;;;;;;;;0,1;;;;;;;1,6,8;2;;;;1,1;;0,1;;;;7;;;214,3,4;;;;;;6;24;30;60;2;3;174;174;;;;;;;;;;;212;261;33,05;214,3,4;247,8,4;13,11,8;261;13,11,8;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;168;La_truppa_ando_a_recitare_a_Versaglia_per_il_Rè_e_rappresento_li_due_dottori_due_pantaloni,_e_due_Arlequini_e_la_folle_raisonnable;;;Martedi;27;Febraro;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;168;Le_Faucon/La_Parodie_d'Armide;Faucon/Armide;"IT/FR;FR";Mercordi;28;Febraro;1725;"Delisle;Bailly";"06/02/1725;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;20;;;;2;;;;;;1,1;4;;;10,1;;;243;;;;;;57;228;66;132;10;15;191;191;;;;;;;Oui__;7;;;324;573;92,12,6;243;335,12,6;237,7,6;573;29,7,6;;;;;;;;16;;;;;;;Paghetti
TH-OC-14;169;Le_Port_à_L'Anglais;Naufrage_au_Port-à-l'Anglais;FR;Giornedi;1;Marzo;1725;Autreau;25/04/18;Nolo_d'habito;;;10;200;;;;;;;;0,1;;;;0,18;;;;;;;;1,1;;1,1;;;;7;;;212,08;;;;;;7;28;12;24;5;7,1;86;86;;;;;;;Oui__;4;;;110;149,1;17,05;222,08;239,13;90,03;149,1;;;;;;;;;0;;;;;;;Paghetti
TH-OC-14;169;Le_Port_à_L'Anglais;;;;;;;;;Coeffusa;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;170;Le_Faucon/La_Parodie_d'Armide;Faucon/Armide;"IT/FR;FR";Venerdi;2;Marzo;1725;"Delisle;Bailly";"06/02/1725;21/01/1725";2_Artificy;;;4;200;;;;;;;;1;;;;;;;;2;;;;;;1,1;4;;;10,1;;;313,03;90;;;;;51;204;41;82;4;6;181;181;;;;;Carita_a_la_Rose;7;;;;;277;473;63,05;313,03;376,08;96,12;473;14,08;;;;;;;;8;;;;;;;Paghetti
TH-OC-14;171;La_truppa_ando_a_recitare_a_Versaglia_per_il_Re,_e_rappresento_Le_Prince_Travesty,_et_le_malheur_des_mariés.;;;Sabatto;3;Marzo;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;171;Armide/Fleuve_d'oubly/Agnes;Armide/Fleuve_d'oubli/Agnès_de_Chaillot;FR;Domenica;4;Marzo;1725;"Bailly;Biancolelli;Legrand";"21/01/1725;24/06/1723;12/09/1721";2_Artificy;;;4;200;;;;;;;;1,1;;;6;20,09;;;;2;;;;1,1;;3,1;4;;;10,1;;;268,07;14,1;;;;;88;352;185;370;45;67,1;445;445;;;;;;;Oui__;12;;;763;1246,1;195,17,6;268,07;464,4,6;782,5,6;1246,1;2,5,6;;;;;;;;60;;;;;;;Paghetti
TH-OC-14;171;Armide/Fleuve_d'oubly/Agnes;;;;;;;;;Picard;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;172;Le_Fourbe_Puni/L'isle_des_esclaves;Fausse_suivante/Ile_des_esclaves;FR;Lunedi;5;Marzo;1725;Marivaux;"08/07/1724;05/03/1725";;;;;200;;;;;;;;;;;;;;;;2;;;4;;;1,1;;;;7;;;214,1;;;;;;68;272;56;112;13;19,1;281;281;2;64;;;;;;;;;420;748,1;118,2,6;214,1;332,12,6;415,17,6;748,1;51,17,6;;;;;;;;28;;;;;;;Paghetti
TH-OC-14;173;La_Double_Inconstance/Agnès_de_Chaillot;Double_Inconstance/Agnès_de_Chaillot;FR;Martedi;6;Marzo;1725;"Marivaux;Legrand_";"06/04/1723;12/09/1725";Picard;;;0,1;200;;;;;;;;1;;;6;;;;;2;;;;1,1;;3;;;;7;;;221;;;;;;41;164;82;164;10;15;229;229;;;1;16;;;;;;;363;588;87,17,6;221;308,17,6;279,2,6;588;71,2,6;;;;;;;;16;;;;;;;Paghetti
TH-OC-14;174;Le_Fourbe_Puni/L'isle_des_esclaves;Fausse_suivante/Ile_des_esclaves;FR;Mercordi;7;Marzo;1725;Marivaux;"08/07/1724;05/03/1725";;;;;200;;;;;;;;1;;;;;;;;2;;;10;;;1,1;;;;7;;;221,1;;;;;;166;664;125;250;20;30;341;341;3;96;;;;;;;;;655;1381;226,15;221,1;448,05;932,15;1381;152,15;;;;;;;;60;;;;;;;Paghetti
TH-OC-14;175;La_truppa_ando_a_Versaglia,_e_recito_per_il_Rè_Il_doppio_Matrimonio_d'Arl°_et_Le_Faucon.;;;Giornedi;8;Marzo;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;176;Thimon_le_Misanthrope;Timon_le_misanthrope;FR;Venerdi;9;Marzo;1725;Delisle;02/01/22;La_Musetta;;;5;200;;;;;;;;;;;;17,0,8;;;;2;;;;1,1;;2,1;1;;;7;1,1;;237,10,8;;;;;;81;324;103;206;18;27;277;277;;;;;;;Oui__;8;;;479;842;147;237,10,8;384,10,8;457,9,4;842;41,9,4;;;;;;;;32;;;;;;;Paghetti
TH-OC-14;177;La_Fausse_suivante_ou_le_fourbe_puni/L'Isle_des_esclaves;Fausse_suivante/Ile_des_esclaves;FR;Sabatto;10;Marzo;1725;Marivaux;"08/07/1724;05/03/1725";Scarpe,_e_fibie_per_mr_Quinson;;;8;200;;;;;;;;0,1;;;;;;;;2;;;8;;;1,1;;;;7;;;227;;;;;;206;824;119;238;45;67,1;400;400;3;96;2;32;;;Oui__;6;;;775;1663,1;298,12,6;227;525,12,6;1137,17,6;1663,1;253,17,6;;;;;;;;68;;;;;;;Paghetti
TH-OC-14;178;Agnès_de_Chaillot/Le_fleuve_d'Oubli/L'isle_des_esclaves;Agnès_de_Chaillot/Fleuve_d'Oubli/Ile_des_esclaves;FR;Domenica;11;Marzo;1725;"Legrand;Legrand;Marivaux";"12/09/1725;12/09/1721;05/03/1725";Picard;;;0,1;200;;;;;;;;1;;;6;17,17,6;;;2;4;;;12;1,1;;7,1;2;;;7;;;265,7,6;;;;;;218;872;244;488;121;181,1;530;530;;;1;16;;;Oui__;58;;;1114;2145,1;393,05;265,7,6;658,12,6;1486,17,6;2145,1;186,17,6;;;;;;;;100;;;;;;;Paghetti
TH-OC-14;178;Agnès_de_Chaillot/Le_fleuve_d'Oubli/L'isle_des_esclaves;;;;;;;;;Schioppo_rotto_d'una_guardia;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;179;Andromaca_italgliana/L'isle_des_esclaves;Andromaque/Ile_des_esclaves;"IT;FR";Lunedi;12;Marzo;1725;"Racine;Marivaux";"12/03/1725;05/03/1725";A_Francois;;;1;200;;;;;;;;0,1;;;;8;;;;2;;;12;;;1,1;1;;;7;;;283;;;;;;137;548;72;144;25;37,1;278;278;2;64;1;16;;;;;;;515;1087,1;176,17,6;283;459,17,6;627,12,6;1087,1;107,12,6;;;;;;;;40;;;;;;;Paghetti
TH-OC-14;179;Andromaca_italgliana/L'isle_des_esclaves;;;;;;;;;Nolo_delli_Abiti_alla_Romana;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;180;La_truppa_ando_a_Versaglia_e_recito_per_il_Rè_Arl°_Ladro_sbirro_e_Giudice_et_l'Isle_des_esclaves.;;;Martedi;13;Marzo;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Paghetti
TH-OC-14;180;Agnès_de_Chaillot/Le_fleuve_d'Oubli/L'isle_des_esclaves;Agnès_de_Chaillot/Fleuve_d'Oubli/Ile_des_esclaves;FR;Mercordi;14;Marzo;1725;"Legrand;Legrand;Marivaux";"12/09/1725;12/09/1721;05/03/1725";Copia_di_musica_dell_Isle_des_esclaves;;;2;200;;;;;;;;1;;;6;10,06;;;4;2;;;8;1,1;;3;2;;;7;;;251,19,4;;;;;;177;708;119;238;35;52,1;294;294;4;128;;;;;Oui__;4;;;629;1424,1;240,12,6;251,19,4;492,11,10;931,18,2;1424,1;151,18,2;;;;;;;;60;;;;;;;Paghetti
TH-OC-14;180;Agnès_de_Chaillot/Le_fleuve_d'Oubli/L'isle_des_esclaves;;;;;;;;;Bona_mano_al_Tesoro_Reale;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;180;Agnès_de_Chaillot/Le_fleuve_d'Oubli/L'isle_des_esclaves;;;;;;;;;Picard;;;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;181;Andromaca_italgliana/L'isle_des_esclaves;Andromaque/Ile_des_esclaves;"IT;FR";Giornedi;15;Marzo;1725;"Racine;Marivaux";"12/03/1725;05/03/1725";François;;;1;200;;;;;;;;0,1;;;;;;;1;2;;;;;;1,1;1;;;7;;;276;;;;;;70;280;63;126;5;7,1;137;137;3;96;;;;;;;;;278;646,1;89,17,6;276;365,17,6;280,12,6;614,1;16,12,6;;;;;;;;20;;;;;;;Paghetti
TH-OC-14;181;Andromaca_italgliana/L'isle_des_esclaves;;;;;;;;;Scarpe_al_sr_Dottor_alla_Romana;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;181;Andromaca_italgliana/L'isle_des_esclaves;;;;;;;;;Nolo_degli_abiti_alla_Romana;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-14;182;La_Double_Inconstance/L'isle_des_esclaves;Double_inconstance/Ile_des_esclaves;FR;Venerdi;16;Marzo;1725;Marivaux;"06/04/1723;05/03/1725";;;;;200;;;;;;;;1;;;;4,1;;;;2;;;28;;;1,1;1;;;7;;;245;;;;;;150;600;131;262;24;36;337;337;4;128;1;16;;;Oui__;8;;;647;1387;222,15;245;467,15;919,05;1387;191,05;;;;;;;;56;;;;;;;Paghetti
TH-OC-14;183;Le_Prince_Travesti/L'isle_des_esclaves;Prince_travesti/Ile_des_esclaves;FR;Sabatto;17;Marzo;1725;Marivaux;"05/02/1724;05/03/1725";Guanti_per_i_quatro_Puelli_d'Agnes;;;3;200;;;;;;;;1;;;;22,15;;;;2;;14,1;;1,1;;1,1;1;;;7;;;25,15;;;;;;113;452;129;258;49;73,1;358;358;6;192;1;16;;;;;;;656;1349,1;221,12,6;255,15;477,7,6;872,6;1349,1;196,2,6;;;;;;;;52;;;;;;;Paghetti
TH-OC-14;183;Le_Prince_Travesti/L'isle_des_esclaves;;;;;;;;;Per_spazzar_la_porta_del_Limonad°;;;1,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TH-OC-15;5;Le_Dedain_affecté/L'isle_de_Seylan;Dédain_affecté/Arlequin_dans_l'île_de_Ceylan;"FR;IT";Martedi;6;Aprile;1728;"Monicault;Coypel/Riccoboni";"26/12/1724;25/08/1717";;;;;200;;;;;;;;;;;;7,18;;;6;2;;;;;;2;;;;;;;217,18;;;;;;12;48;20;40;7;10,1;158;158;1;32;;;;;Oui__;4;;;198;292,1;26,7,6;217,18;244,5,6;48,14,6;292,1;3,19,6;;;;;;;;3;;;;;;;Paghetti
TH-OC-15;6;Le_Case_Svaliggiate;Pantalon_amant_malheureux;IT;Mercordi;7;Aprile;1728;Inconnu;25/05/16;Cavallo_a_Besson_per_Mr_Dominique;;;3;200;;;;;;;;1;;;;1,05;;;;;;;;;;2;;;;;;;207,05;;;;;;57;228;16;32;1;1,1;100;100;;;;;;;;;;;174;361,1;45,17,6;207,05;253,2,6;108,7,6;361,1;19,17,6;;;;;;;;6;;;;;;;Paghetti
TH-OC-15;7;Arlequin_muet_par_crainte;Arlequin_muet_par_crainte;IT;Giornedi;8;Aprile;1728;Riccoboni;16/12/17;Per_scopare_la_porta;;;1,1;200;;;;;;;;;;;;;;;3;;;;;;;2;;;;;;;206,1;;;;;;12;48;13;26;3;4,1;65;65;;;;;;;;;;;93;143,1;17;206,1;223,1;80;143,1;;;;;;;;;0;;;;;;;Paghetti
TH-OC-15;8;Il_Libertino;Libertin;IT;Venerdi;9;Aprile;1728;Inconnu;28/11/17;Conciare_e_vestire_al_Paghetti;;;1;200;;;;;;;;1;;;;1,15;;;;2;;;;1,1;;2;;;;;;;209,05;80;;;;;23;92;13;26;;;85;85;;;;;;;;;;;121;203;19,15;209,05;229;106;203;;;;;;;;;0;;;;;;;Paghetti
TH-OC-15;9;Arlechino_Statua_e_Perochetto;Arlequin_astrologue,_enfant,_statue_et_perroquet;IT;Sabatto;10;Aprile;1728;Inconnu;20/08/16;Servitori_per_la_comedia;;;3;200;;;;;;;1;;;;;1;;;;;;;;;;2;;;;;;;207;106;;;;;49;196;26;52;;;158;158;;;;;;;;;;;233;406;41,05;207;248,05;157,15;406;;;;;;;;;6;;;;;;;Paghetti
TH-OC-15;10;Belfegor/Arlequin_Hulla;Arlequin_Hulla;FR;Domenica;11;Aprile;1728;"Legrand;Biancolelli/Riccoboni/Romagnesi";"14/08/1721;01/03/1728";;;;;200;;;;;;;1;;;;;;;;;2;;;;1;;2;1;;;;;;256,11;36,2;;;;;37;148;70;140;16;24;233;233;;;;;;;Oui__;4;;;356;549;78,05;256,11;334,16;214,04;549;37,04;;;12,11;;;;;12;;;;;;;Paghetti
TH-OC-15;11;Arlequin_Sauvage/Arlequin_Hulla;Arlequin_Sauvage/Arlequin_Hulla;FR;Martedi;13;Aprile;1728;"Delisle;Biancolelli/Riccoboni/Romagnesi";"17/06/1721;01/03/1728";;;;;200;;;;;;;1;;;;;;;;;2;;;;;;2;;;;;;;205;;;;;;29;116;38;76;4;6;142;142;;;;;;;;;;;213;340;32,7,6;205;241,7,6;98,12,6;340;10,2,6;;;4;;;;;6;;;;;;;Paghetti
TH-OC-15;12;Il_Medico_Volante;Arlequin_médecin_volant;IT;Mercordi;14;Aprile;1728;Inconnu;14/06/16;;;;;200;;;;;;;;;;;;;;;;;;;;;;2;;;;1;;;203;;;;;;36;144;5;10;;;59;59;;;;;;;;;;;100;213;16,15;203;219,15;6,15;213;;;;;;;;;0;;;;;;;Paghetti
